6.230420704259777784e-307,1.869186985460164180e-306,1.691210955371402370e-306,1.068102678018788899e-306
2.192382812500000000e+00,1.513671875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.845703125000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.109375000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.226562500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.290039062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.226562500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,1.772460937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.099609375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,2.319335937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.290039062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.089843750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.011718750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.816406250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,1.748046875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.908203125000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.929687500000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.003906250000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.723632812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.143554687500000000e+00,2.167968750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.060546875000000000e+00,2.285156250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.977539062500000000e+00,2.260742187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.938476562500000000e+00,2.265625000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840820312500000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.777343750000000000e+00,2.143554687500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.713867187500000000e+00,2.016601562500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.674804687500000000e+00,1.796875000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.645507812500000000e+00,1.552734375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.621093750000000000e+00,1.323242187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.611328125000000000e+00,1.210937500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.606445312500000000e+00,1.254882812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.601562500000000000e+00,1.386718750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.586914062500000000e+00,1.630859375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.567382812500000000e+00,1.801757812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.567382812500000000e+00,1.894531250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e+00,1.904296875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.552734375000000000e+00,1.894531250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.547851562500000000e+00,2.006835937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.542968750000000000e+00,2.050781250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.533203125000000000e+00,2.021484375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.508789062500000000e+00,1.914062500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.503906250000000000e+00,1.743164062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.489257812500000000e+00,1.503906250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.230468750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.103515625000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.113281250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.484375000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.479492187500000000e+00,1.679687500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.787109375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474609375000000000e+00,1.826171875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499023437500000000e+00,1.845703125000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.591796875000000000e+00,2.026367187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.704101562500000000e+00,2.153320312500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.835937500000000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.928710937500000000e+00,2.177734375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.928710937500000000e+00,1.987304687500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.884765625000000000e+00,1.738281250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.733398437500000000e+00,1.474609375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.596679687500000000e+00,1.245117187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.494140625000000000e+00,1.166992187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.435546875000000000e+00,1.254882812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.406250000000000000e+00,1.430664062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.362304687500000000e+00,1.606445312500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.313476562500000000e+00,1.669921875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274414062500000000e+00,1.660156250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.240234375000000000e+00,1.669921875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.259765625000000000e+00,1.840820312500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.411132812500000000e+00,2.001953125000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.538085937500000000e+00,2.050781250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640625000000000000e+00,2.026367187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.748046875000000000e+00,1.899414062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.845703125000000000e+00,1.718750000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.562500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.362304687500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.528320312500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.684570312500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.865234375000000000e+00,4.882812500000000000e-03,0.000000000000000000e+00
1.909179687500000000e+00,2.084960937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.143554687500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.197265625000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.177734375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.192382812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.246093750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,2.099609375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.909179687500000000e+00,1.889648437500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
